,Clinical Trial Drug Name,DrugBank Drug Name,Match Score,First Approval Date,Highest Development Phase
20986,zasocitinib,zasocitinib,100.0,,2.0
21001,(18f)flutemetamol,flutemetamol (18f),97.14285714285714,2013.0,4.0
21003,ei-1071,ei-1071,100.0,,
21007,ispronicline (nicotinic acetylcholine receptor agonist),ispronicline,100.0,,2.0
21011,tilpisertib,tilpisertib,100.0,,2.0
21033,cagrilintide,cagrilintide,100.0,,3.0
21052,mrna-1345,mrna-1345,100.0,,
21066,nolatrexed dihydrochloride,nolatrexed,100.0,,
21082,sotigalimab,sotigalimab,100.0,,2.0
21088,veru-111,veru-111,100.0,,3.0
21098,efatutazone,efatutazone,100.0,,2.0
21101,bbt-877 single dose,bbt-877,100.0,,
21148,bia 2-093  once daily,bia,100.0,,
21154,gaboxadol (hlx-0206),gaboxadol,100.0,,
21162,xmt-1001,xmt-1001,100.0,,1.0
21170,methocarbamol,methocarbamol,100.0,1957.0,4.0
21173,stp707,stp-707,92.3076923076923,,
21184,ifx-hu2.0,ifx-hu2.0,100.0,,2.0
21189,ferric carboxy maltose,maltose,100.0,,3.0
21237,wu-cart-007,wu-cart-007,100.0,,
21275,ndx-3315 and ndx-3324,ndx-3315,100.0,,
21289,mavodelpar,mavodelpar,100.0,,2.0
21311,ambroxol,ambroxol,100.0,,3.0
21325,part a: azd8186 monotherapy,azd-8186,93.33333333333333,,1.0
21343,ca-170,ca-170,100.0,,1.0
21388,velafermin,velafermin,100.0,,2.0
21401,img-7289,img-7289,100.0,,2.0
21408,pf-05212377 (sam-760),pf-05212377,100.0,,2.0
21440,methyldopa,methyldopa,100.0,1962.0,4.0
21459,scy-635,scy-635,100.0,,2.0
21472,sns01-t,sns01-t,100.0,,4.0
21486,prulifloxacin,prulifloxacin,100.0,,3.0
21512,combined chemotherapy with streptozotocin,streptozocin,92.3076923076923,,
21525,mf101,mf101,100.0,,3.0
21530,cashew or shrimp oral immunotherapy,cashew,100.0,,
21536,citarinostat,citarinostat,100.0,,2.0
21554,atg-101,atg-101,100.0,,
21570,ikt-001pro,ikt-001pro,100.0,,1.0
21589,adl5859,adl5859,100.0,,2.0
21618,cefepime/vnrx-5133 (taniborbactam),taniborbactam,92.85714285714286,,3.0
21632,alosetron,alosetron,100.0,2000.0,4.0
21703,alo-02,al-02,90.9090909090909,,
21726,local tetracycline,tetracycline,100.0,1953.0,4.0
21730,enoximone,enoximone,100.0,,4.0
21757,vatelizumab,vatelizumab,100.0,,2.0
21760,b27pd,b27pd,100.0,,1.0
21774,tipelukast,tipelukast,100.0,,2.0
21784,taliglucerase alfa,alglucerase,91.66666666666666,1991.0,4.0
21792,gma161,gma-161,92.3076923076923,,1.0
21845,batefenterol,batefenterol,100.0,,
21896,livoletide,livoletide,100.0,,2.0
21943,sotalol (monotherapy),sotalol,100.0,1992.0,4.0
21955,selatogrel,selatogrel,100.0,,3.0
21956,diannexin,dianexin,94.11764705882352,,2.0
21961,ft-2102 (olutasidenib),olutasidenib,92.3076923076923,2022.0,4.0
21977,tetraethylammonium (tea),tetraethylammonium,100.0,,2.0
21996,vesleteplirsen,vesleteplirsen,100.0,,
22016,synb1020,synb1020,100.0,,
22052,galegenimab,galegenimab,100.0,,2.0
22060,harmine hydrochloride capsules,harmine,100.0,,1.0
22070,zidebactam,zidebactam,100.0,,3.0
22087,oltipraz,oltipraz,100.0,,3.0
22099,18f-fludeoxyglucose (18f-fdg),fludeoxyglucose (18f),90.0,1994.0,4.0
22110,cvn424,cvn-424,92.3076923076923,,2.0
22161,mt-401,mt-401,100.0,,
22164,trc093 recombinant humanized igg1k monoclonal antibody,trc093,100.0,,1.0
22166,viralym-c,viralym-c,100.0,,3.0
22182,belcesiran,belcesiran,100.0,,2.0
22187,pf-03715455,pf-03715455,100.0,,2.0
22210,fevipiprant,fevipiprant,100.0,,3.0
22211,aclarubicin,aclarubicin,100.0,,
22218,tirabrutinib,tirabrutinib,100.0,2020.0,4.0
22231,intranodal injection of ad-isf35,ad-isf35,100.0,,
22237,br101801 (phase ia),br101801,100.0,,
22257,is-001,isp-001,92.3076923076923,,
22340,trehalose for iv infusion,trehalose,100.0,,3.0
22362,ertumaxomab,ertumaxomab,100.0,,2.0
22374,remune,remune,100.0,,
22379,ono-7579,ono-7579,100.0,,
22401,bta798,bta798,100.0,,2.0
22412,cibisatamab,cibisatamab,100.0,,2.0
22415,doxepin hydrochloride oral solution,doxepin,100.0,,
22435,dt2216,dt2216,100.0,,
22465,glycerin suppository,glycerin,100.0,1982.0,4.0
22472,nivatrotamab,nivatrotamab,100.0,,1.0
22485,muscimol,muscimol,100.0,,1.0
22488,burixafor hydrobromide,burixafor,100.0,,
22491,gsk364735,gsk-364735,94.73684210526316,,2.0
22493,cc-115,cc-115,100.0,,2.0
22503,sunvozertinib,sunvozertinib,100.0,,3.0
22505,lobradimil,labradimil,90.0,,2.0
22511,vebicorvir (vbr),vebicorvir,100.0,,2.0
22530,talc,talc,100.0,1997.0,4.0
22531,zongertinib (bi 1810631),zongertinib,100.0,,2.0
22532,me-344,me-344,100.0,,1.0
22533,ascentage pharma hqp1351 bioavailable inhibitor,hqp1351,100.0,,3.0
22548,navarixin,navarixin,100.0,,2.0
22554,pidilizumab,pidilizumab,100.0,,2.0
22558,ciforadenant,ciforadenant,100.0,,2.0
22562,veligrotug (vrdn-001) phase 1/2 mad (hv and ted),veligrotug,100.0,,2.0
22586,ly3295668 erbumine,erbumine,100.0,1993.0,4.0
22588,ro7296682,ro7296682,100.0,,2.0
22589,ub-612,ub-612,100.0,,
22593,dienogest (natazia,dienogest,100.0,2010.0,4.0
22598,kb001,kb001,100.0,,2.0
22604,lenacapavir,lenacapavir,100.0,2022.0,4.0
22613,sy-5609,sy-5609,100.0,,1.0
22616,moclobemide,moclobemide,100.0,1990.0,4.0
22620,methohexital,methohexital,100.0,1960.0,4.0
22621,neihulizumab (altb-168),neihulizumab,100.0,,2.0
22627,acr16,acr-16,90.9090909090909,,
22628,trichostatin a,trichostatin a,92.3076923076923,,
22645,troxatyl™ (troxacitabine),troxacitabine,92.85714285714286,,-1.0
22651,dar-100a,dar-0100a,94.11764705882352,,2.0
22662,apomine,apomine,100.0,,
22675,ropidoxuridine,ropidoxuridine,100.0,,2.0
22693,gelatin sponge,gelatin,100.0,,4.0
22702,vk0214,vk-0214,92.3076923076923,,1.0
22723,atx201,atx-201,92.3076923076923,,1.0
22750,apricoxib,apricoxib,100.0,,2.0
22758,pf-03758309,pf-03758309,100.0,,1.0
22770,tg100801,tg-100801,94.11764705882352,,2.0
22775,gsk1059615,gsk-1059615,95.23809523809523,,1.0
22819,avutometinib (vs-6766),avutometinib,100.0,,2.0
22825,ipi-493,ipi-493,100.0,,
22837,pf-00217830,pf-00217830,100.0,,2.0
22869,dispersion of  bemt in petrolatum,petrolatum,100.0,2006.0,4.0
22878,butoconazole nitrate,butoconazole,100.0,1985.0,4.0
22882,lunasin regimen,lunasine,93.33333333333333,,
22883,nasovax,nasovax,100.0,,
22914,pritelivir,pritelivir,100.0,,3.0
22945,lerafaon,lerafaon,100.0,,
22961,azd1305,azd-1305,93.33333333333333,,2.0
22969,sbp-101,sp-101,92.3076923076923,,
22972,mt-0169,mt-0169,100.0,,
22976,sucralfate,sucralfate,100.0,1981.0,4.0
22984,ensitrelvir,ensitrelvir,100.0,,3.0
22993,vorapaxar,vorapaxar,100.0,2014.0,4.0
22998,incb013739,incb13739,94.73684210526316,,1.0
23005,sagopilone (zk 219477),sagopilone,100.0,,2.0
23036,navtemadlin,navtemadlin,100.0,,2.0
23043,nimacimab,nimacimab,100.0,,2.0
23051,golcadomide,golcadomide,100.0,,2.0
23092,gsk232802,gsk232802,100.0,,2.0
23093,edi200,edi-200,92.3076923076923,,2.0
23100,sutimlimab (bivv009),sutimlimab,100.0,2022.0,4.0
23107,benazepril hydrochloride,benazepril,100.0,1991.0,4.0
23122,recombinant human thrombopoietin,thrombopoietin,100.0,,3.0
23141,sf1126,sf1126,100.0,,
23154,navicixizumab monotherapy,navicixizumab,100.0,,3.0
23222,at-100,ata-100,92.3076923076923,,
23231,aab-001,ab-001,92.3076923076923,,2.0
23246,phendimetrazine,phendimetrazine,100.0,1976.0,4.0
23277,girentuximab,girentuximab,100.0,,3.0
23319,lucerastat,lucerastat,100.0,,3.0
23329,pf-06260414,pf-06260414,100.0,,1.0
23344,benztropine mesylate 0. daily,benzatropine,95.65217391304348,,
23365,elenbecestat,elenbecestat,100.0,,3.0
23371,cilomilast,cilomilast,100.0,,
23390,zalifrelimab,zalifrelimab,100.0,,2.0
23402,cynk-101,cynk-101,100.0,,
23403,cevimeline,cevimeline,100.0,2000.0,4.0
23423,tofimilast,tofimilast,100.0,,2.0
23424,lisuride transdermal system,lisuride,100.0,,
23440,foscarnet,foscarnet,100.0,1991.0,4.0
23443,darvadstrocel,darvadstrocel,100.0,2018.0,4.0
23471,bms-770767,bms-770767,100.0,,2.0
23485,suvecaltamide,suvecaltamide,100.0,,1.0
23496,dontinurad,dotinurad,94.73684210526316,,3.0
23498,t-guard,t-guard,100.0,,4.0
23502,ab8939,ab-8939,92.3076923076923,,1.0
23510,amikacin inhalation solution (bay41-6551),amikacin,100.0,,
23523,astaxanthin,astaxanthin,100.0,,3.0
23554,ibuzatrelvir,ibuzatrelvir,100.0,,
23562,palmidrol,palmidrol,100.0,,3.0
23567,leucovorin/ levoleucovorin,levoleucovorin,100.0,2008.0,4.0
23597,tropisetron,tropisetron,100.0,,
23605,ar9281,ar-9281,92.3076923076923,,
23620,dilanubicel,dilanubicel,100.0,,2.0
23622,inebilizumab,inebilizumab,100.0,2020.0,4.0
23632,sp-420,sp-420,100.0,,2.0
23646,sph3127,sph-3127,93.33333333333333,,3.0
23653,betoptic s (betaxolol hcl),betaxolol,94.73684210526316,1985.0,4.0
23657,mitiglinide,mitiglinide,100.0,,3.0
23661,clocortolone pivalate,clocortolone,100.0,1977.0,4.0
23697,isunakinra,isunakinra,100.0,,3.0
23720,pimivalimab,pimivalimab,100.0,,2.0
23735,artificial tears preserved with benzalkonium chloride,benzalkonium,100.0,,4.0
23737,0. conbercept intravitreal injection,conbercept,100.0,,3.0
23740,tm5614,tm5614,100.0,,
23751,rhgad65,rhgad65,100.0,,3.0
23791,pyrotinib,pyrotinib,100.0,,3.0
23793,zirconium zr 89 crefmirlimab berdoxam,crefmirlimab,100.0,,2.0
23814,pactimibe,pactimibe,100.0,,2.0
23823,blosozumab,blosozumab,100.0,,2.0
23825,garadacimab,garadacimab,100.0,,
23826,viltolarsen,viltolarsen,100.0,2020.0,4.0
23845,cenegermin,cenegermin,100.0,2017.0,4.0
23866,adrabetadex,adrabetadex,100.0,,3.0
23883,osanetant,osanetant,100.0,,2.0
23900,vofatamab,vofatamab,100.0,,2.0
23945,sb-773812,sb-773812,100.0,,2.0
23950,nt219,nt-219,90.9090909090909,,1.0
23957,velneperit,velneperit,100.0,,2.0
23964,felzartamab,felzartamab,100.0,,3.0
23974,ibezapolstat,ibezapolstat,100.0,,2.0
23988,licaminlimab,licaminlimab,100.0,,2.0
23994,opicapone,opicapone,100.0,2020.0,4.0
24002,ruzasvir,ruzasvir,100.0,,2.0
24003,varlitinib,varlitinib,100.0,,2.0
24012,sabirnetug (acu193),sabirnetug,100.0,,2.0
24036,setrusumab,setrusumab,100.0,,3.0
24043,bezlotoxumab,bezlotoxumab,100.0,2016.0,4.0
24077,lx201,lx201,100.0,,
24078,allovectin-7®,allovectin-7,96.0,,
24088,flunisolide,flunisolide,100.0,1981.0,4.0
24122,dolcanatide,dolcanatide,100.0,,2.0
24170,beta-carotene,beta carotene,92.3076923076923,,4.0
24216,dofetilide and diltiazem,dofetilide,100.0,1999.0,4.0
24232,part 1 (dose escalation): duvortuxizumab,duvortuxizumab,100.0,,2.0
24242,fosphenytoin,fosphenytoin,100.0,1996.0,4.0
24245,soc plus /kg eb05 iv,eb05,100.0,,
24266,rolipram,rolipram,100.0,,
24268,ly2624803,ly-2624803,94.73684210526316,,
24348,lv305,lv305,100.0,,
24349,g305,g305,100.0,,
24354,jnj-40411813,jnj-40411813,100.0,,
24359,osi-211 (liposomal lurtotecan),lurtotecan,95.23809523809523,,-1.0
24434,lcp-atorfen,lcp-atorfen,100.0,,
24449,sertindole,sertindole,100.0,1996.0,4.0
24456,kt-253,kt-253,100.0,,
24480,e7107,e7107,100.0,,1.0
24500,123 i - altropane®,altropane,94.73684210526316,,3.0
24548,proxalutamide (gt0918),proxalutamide,100.0,,3.0
24602,incb7839,incb7839,100.0,,
24611,dextran,dextran,100.0,,3.0
24631,omiganan  gel,omiganan,100.0,,3.0
24662,oxfendazole,oxfendazole,100.0,,2.0
24695,dimethandrolone-undecanoate,dimethandrolone undecanoate,96.2962962962963,2014.0,4.0
24721,spheramine (bay86-5280),spheramine,100.0,,
24723,prialt (ziconotide),ziconotide,90.9090909090909,2004.0,4.0
24738,risuteganib,risuteganib,100.0,,2.0
24739,nerinetide,nerinetide,100.0,,3.0
24765,tetrahydrocannabivarin,tetrahydrocannabivarin,100.0,,
24783,eprosartan,eprosartan,100.0,1997.0,4.0
24795,kc706,kc706,100.0,,2.0
24816,bicifadine,bicifadine,100.0,,-1.0
24840,rifalazil,rifalazil,100.0,,3.0
24862,rebastinib,rebastinib,100.0,,2.0
24889,jab-21822 (kras g12c inhibitor),jab-21822,100.0,,1.0
24922,khk2455,khk2455,100.0,,
24923,neocartilage implant/denovo® et (engineered tissue graft),neocartilage,100.0,,
24939,vlts-934,vlts-934,100.0,,
24940,siremadlin,siremadlin,100.0,,1.0
24946,nefazodone,nefazodone,100.0,1994.0,4.0
24960,abivertinib,abivertinib,100.0,,3.0
24964,chloraprep hi-lite orange,orange,100.0,,
24968,ux053,ux053,100.0,,
24972,ctx120,ctx120,100.0,,
24983,gdc-0927,gdc-0927,100.0,,1.0
25005,miltefosine,miltefosine,100.0,2014.0,4.0
25022,cytalux™ (pafolacianine) for fluorescent imaging,pafolacianine,92.85714285714286,2021.0,4.0
25057,esflurbiprofen hydrogel patch,esflurbiprofen,100.0,2015.0,4.0
25058,cbp501,cbp-501,92.3076923076923,,2.0
25182,vonapanitase,vonapanitase,100.0,,3.0
25214,cc-401,cc-401,100.0,,2.0
25228,tifacogin,tifacogin,100.0,,3.0
25229,lemuteporfin for injection,lemuteporfin,100.0,,2.0
25261,fomepizole,fomepizole,100.0,1997.0,4.0
25275,ro7200220,ro7200220,100.0,,
25293,btrx-246040,btrx-246040,100.0,,2.0
25389,stg-001,stg-001,100.0,,2.0
25438,hsd-016,hsd-016,100.0,,1.0
25441,zabedosertib (bay1834845),zabedosertib,100.0,,
25449,lomvastomig,lomvastomig,100.0,,2.0
25460,l-tetrahydropalmatine (l-thp),tetrahydropalmatine,95.0,,2.0
25484,setipiprant,setipiprant,100.0,,3.0
25499,crs-hipec + lsta1,lsta1,100.0,,2.0
25507,cdp6038 (olokizumab),olokizumab,90.9090909090909,,3.0
25552,alobresib,alobresib,100.0,,2.0
25569,molgramostim,molgramostim,100.0,,4.0
25590,camoteskimab (cerc-007,camoteskimab,100.0,,2.0
25593,azd4017,azd-4017,93.33333333333333,,2.0
25596,liafensine,liafensine,100.0,,2.0
25630,renzapride,renzapride,100.0,,3.0
25644,p-bcma-101 car-t cells,p-bcma-101,100.0,,1.0
25665,levamisole hydrochloride,levamisole,100.0,1990.0,4.0
25672,tbaj-876,tbaj-876,100.0,,1.0
25673,satin,isatin,90.9090909090909,,
25677,pac113,pac-113,92.3076923076923,,
25738,sulfamethoxazole,sulfamethoxazole,100.0,1973.0,4.0
25763,ralmitaront,ralmitaront,100.0,,2.0
25818,preladenant,preladenant,100.0,,3.0
25840,lx7101 (),lx-7101,92.3076923076923,,1.0
25867,low dose ren001,ren001,100.0,,2.0
25873,valerian,valerian,100.0,,3.0
25889,ca-008 (vocacapsaicin),vocacapsaicin,92.85714285714286,,1.0
25935,tebentafusp (imcgp100),tebentafusp,100.0,2022.0,4.0
25943,nabiximols,nabiximols,100.0,,3.0
25963,lilotomab,lilotomab,100.0,,1.0
25972,ck0802,ck0802,100.0,,
26010,sb1578,sb-1578,92.3076923076923,,1.0
26014,apolizumab,apolizumab,100.0,,2.0
26022,pagibaximab (formerly bsyx-a110),pagibaximab,100.0,,2.0
26063,ms1819,ms-1819,92.3076923076923,,2.0
26073,litoxetine,litoxetine,100.0,,2.0
26099,ralinepag,ralinepag,100.0,,3.0
26126,sobetirome,sobetirome,100.0,,2.0
26145,ro5028442,ro-5028442,94.73684210526316,,
26197,fipamezole,fipamezole,100.0,,2.0
26210,gonadorelin,gonadorelin,100.0,1989.0,4.0
26211,corticorelin,corticorelin,100.0,,3.0
26213,tnp-2092,tnp-2092,100.0,,
26219,antipyrine and benzocaine otic solution,antipyrine,100.0,,4.0
26231,basimglurant,basimglurant,100.0,,2.0
26304,ngx267,ngx267,100.0,,2.0
26317,mk-0873  cream,mk-0873,100.0,,2.0
26326,ulinastatin,ulinastatin,100.0,,3.0
26353,pot-4,pot-4,100.0,,2.0
26386,marimastat,marimastat,100.0,,3.0
26393,mivacurium,mivacurium,100.0,1992.0,4.0
26410,rogaratinib (bay1163877),rogaratinib,100.0,,2.0
26411,avr-rd-01,avr-rd-01,100.0,,1.0
26427,mod-5014,mod-5014,100.0,,
26439,ravuconazole,ravuconazole,100.0,,2.0
26454,echinacea,echinacea,100.0,,2.0
26476,eritoran,eritoran,100.0,,3.0
26498,kisspeptin-10,kisspeptin-10,100.0,,
26502,indium-111 pentetreotide,pentetreotide,100.0,,3.0
26516,levotofisopam,levotofisopam,100.0,,2.0
26572,selenomethionine (slm),selenomethionine,100.0,,
26575,prucalopride,prucalopride,100.0,2009.0,4.0
26578,entolimod,entolimod,100.0,,2.0
26609,etesevimab,etesevimab,100.0,,3.0
26625,io-202,io-202,100.0,,
26645,zstk474,zstk-474,93.33333333333333,,
26651,agg-523,agg-523,100.0,,1.0
26662,mbx-2044,mbx-2044,100.0,,2.0
26693,"3,5-diiodothyropropionic acid (ditpa) therapy","3,5-diiodothyropropionic acid",90.56603773584906,,2.0
26711,dihydroartemisinin + piperaquine tetraphosphate,piperaquine,100.0,,2.0
26712,artemether + lumefantrine,artemether,100.0,,
26730,l-norleucine,d-norleucine,91.66666666666666,,
26750,npt520-34 (),npt520-34,100.0,,
26780,voruciclib monotherapy,voruciclib,100.0,,2.0
26792,kb407 (nebulization),kb407,100.0,,
26801,silmitasertib,silmitasertib,100.0,,2.0
26803,lsz102,lsz-102,92.3076923076923,,1.0
26812,incb057643,incb-057643,95.23809523809523,,1.0
26817,part a: upamostat,upamostat,100.0,,2.0
26846,ociperlimab,ociperlimab,100.0,,3.0
26862,belapectin,belapectin,100.0,,2.0
26879,human butyrylcholinesterase (hubche) derived from human plasma,butyrylcholinesterase,100.0,,
26887,mln2704 (dm1 conjugated monoclonal antibody mln591),mln2704,100.0,,1.0
26897,spg601,spg601,100.0,,
26899,vantictumab,vantictumab,100.0,,2.0
26915,chlorpromazine,chlorpromazine,100.0,1957.0,4.0
26916,ik-930,ik-930,100.0,,
26932,hzt-501,hzt-501,100.0,,
26942,cordycepin plus pentostatin,cordycepin,100.0,,
26962,ag-024322,ag-24322,94.11764705882352,,1.0
26965,repinotan hcl (bayx3702),repinotan,100.0,,2.0
26967,mangafodipir (teslascan),mangafodipir,100.0,1997.0,4.0
26978,qav680,qav-680,92.3076923076923,,2.0
26988,fluoxymesterone,fluoxymesterone,100.0,1956.0,4.0
26990,sevasemten,sevasemten,100.0,,2.0
26998,senicapoc,senicapoc,100.0,,3.0
27008,pralsetinib (blu-667),pralsetinib,100.0,,
27041,doxylamine succinate usp,doxylamine,100.0,1948.0,4.0
27049,pulmozyme/ recombinant human deoxyribonuclease (rh-dnase),desoxyribonuclease,97.14285714285714,1964.0,4.0
27067,cobiprostone,cobiprostone,100.0,,2.0
27075,inupadenant,inupadenant,100.0,,2.0
27086,octenidine dihydrocloride in aqueous solution,octenidine,100.0,,2.0
27087,gw590735,gw-590735,94.11764705882352,,2.0
27100,bms-911543,bms-911543,100.0,,2.0
27108,mitoquinone,mitoquinone,100.0,,2.0
27136,bimiralisib,bimiralisib,100.0,,2.0
27139,follitropin alfa 150 international unit (iu),follitropin,100.0,,4.0
27176,lava-051,lava-051,100.0,,
27182,camicinal,camicinal,100.0,,3.0
27194,abt-288 low dose,abt-288,100.0,,2.0
27205,oce-205,oce-205,100.0,,2.0
27231,apvo436,apvo-436,93.33333333333333,,1.0
27305,vactosertib,vactosertib,100.0,,
27324,experimental: single iv infusion vasomera (pb1046),vasomera,100.0,,
27391,rct1100,rct1100,100.0,,
27392,bms-817399,bms-817399,100.0,,2.0
27486,tarlatamab,tarlatamab,100.0,,3.0
27509,synb1891,synb1891,100.0,,
27546,valspodar,valspodar,100.0,,
27555,mk-7075 (miransertib),miransertib,91.66666666666666,,1.0
27559,ioversol,ioversol,100.0,1988.0,4.0
27566,tcn-202,tcn-202,100.0,,1.0
27570,mavoglurant (afq056),mavoglurant,100.0,,2.0
27571,at-527 (r07496998),at-527,100.0,,
27604,rp-a501,rp-a501,100.0,,
27647,fb-101,fb-101,100.0,,2.0
27658,dnl343,dnl343,100.0,,
27660,pi-0824,pi-0824,100.0,,1.0
27669,desonide cream,desonide,100.0,,
27689,utidelone capsule,utidelone,100.0,,
27714,nfs-02 injection,nfs-02,100.0,,
27727,pen-866 sodium,pen-866,100.0,,1.0
27749,kp-1461,kp-1461,100.0,,2.0
27758,cendakimab,cendakimab,100.0,,3.0
27819,ds-1211b,ds-1211,93.33333333333333,,
27828,bzl101,bzl101,100.0,,
27830,cnm-au8,cnm-au8,100.0,,
27845,thioureidobutyronitrile,4-isothioureidobutyronitrile,90.19607843137256,,2.0
27856,perhexiline,perhexiline,100.0,1974.0,4.0
27857,pz-128,pz-128,100.0,,2.0
27891,imdevimab,imdevimab,100.0,,3.0
27960,meperidine,meperidine,100.0,1942.0,4.0
27979,pf-06282999,pf-06282999,100.0,,1.0
27987,dipraglurant,dipraglurant,100.0,,2.0
27989,mitiperstat,mitiperstat,100.0,,2.0
28005,algenpantucel-l immunotherapy,algenpantucel-l,100.0,,3.0
28006,anitocabtagene-autoleucel,anitocabtagene autoleucel,96.0,,2.0
28022,snx-1012 (meclocycline sulfosalicylate),meclocycline,96.0,,2.0
28032,cavrotolimod,cavrotolimod,100.0,,1.0
28046,pt2385,pt-2385,92.3076923076923,,
28071,tas-116,tas-116,100.0,,2.0
28112,slv334,slv-334,92.3076923076923,,2.0
28113,ff-10101-01,ff-10101-01,100.0,,1.0
28134,plazomicin injection,plazomicin,100.0,2018.0,4.0
28148,j147,j147,100.0,,1.0
28153,barzolvolimab,barzolvolimab,100.0,,2.0
28164,hlb-001,lb-001,92.3076923076923,,2.0
28165,ravagalimab,ravagalimab,100.0,,2.0
28185,131-i-tm-601 (chlorotoxin),chlorotoxin,91.66666666666666,,2.0
28187,avr-rd-02,avr-rd-02,100.0,,
28194,rilematovir,rilematovir,100.0,,3.0
28201,quemliclustat,quemliclustat,100.0,,2.0
28276,irsenontrine,irsenontrine,100.0,,2.0
28284,cbt-001 single dose,ct-001,92.3076923076923,,
28294,cep-37440,cep-37440,100.0,,1.0
28295,amolimogene,amolimogene,100.0,,2.0
28314,picibanil,picibanil,100.0,,
28339,penicillamine (d1-w12),penicillamine,100.0,,
28361,minzasolmin (ucb0599),minzasolmin,100.0,,2.0
28368,remlarsen,remlarsen,100.0,,2.0
28382,fenebrutinib,fenebrutinib,100.0,,3.0
28426,para-toluenesulfonamide injection (pts),p-toluenesulfonamide,93.02325581395348,,
28438,tetomilast,tetomilast,100.0,,3.0
28450,sjg-136,sjg-136,100.0,,2.0
28456,trilostane,trilostane,100.0,1984.0,4.0
28463,telatinib,telatinib,100.0,,2.0
28483,vicriviroc,vicriviroc,100.0,,3.0
28488,biib059 (litifilimab),litifilimab,91.66666666666666,,3.0
28523,ropanicant,ropanicant,100.0,,
28536,corn oil,corn,100.0,,3.0
28612,jnj-55308942,jnj-55308942,100.0,,2.0
28630,tilavonemab,tilavonemab,100.0,,2.0
28656,catumaxomab,catumaxomab,100.0,2009.0,4.0
28670,ezutromid,ezutromid,100.0,,2.0
28683,jnj-41443532,jnj-41443532,100.0,,2.0
28712,mm-093,mm-093,100.0,,
28716,iptacopan,iptacopan,100.0,,1.0
28726,berberine chloride,berberine,100.0,,3.0
28727,aemcolo (rifamycin sv mmx),rifamycin,94.73684210526316,,
28732,zofin,zofin,100.0,,
28742,finafloxacin (2 x  tablets),finafloxacin,100.0,2014.0,4.0
28758,ibutamoren mesylate (mk-0677),ibutamoren,100.0,,2.0
28796,zalypsis ( pm00104),zalypsis,100.0,,2.0
28814,t900607,t-900607,93.33333333333333,,2.0
28816,elvitegravir,elvitegravir,100.0,,
28841,terazosin,terazosin,100.0,1987.0,4.0
28844,cyc065,cyc-065,92.3076923076923,,2.0
28919,naratriptan pill,naratriptan,100.0,1998.0,4.0
28939,capravirine,capravirine,100.0,,2.0
28945,stat inhibitor opb-111077,opb-111077,100.0,,2.0
28960,chiauranib,chiauranib,100.0,,3.0
28974,mcmv3068a,mcmv3068a,100.0,,2.0
28975,mcmv5322a,mcmv5322a,100.0,,
29012,"cp-601,927",cp-601927,94.73684210526316,,
29017,tak-901,tak-901,100.0,,1.0
29032,dp-b99,dp-b99,100.0,,
29055,pemafibrate,pemafibrate,100.0,2017.0,4.0
29057,salirasib,salirasib,100.0,,2.0
29083,md-0727,md-0727,100.0,,
29098,inecalcitol,inecalcitol,100.0,,2.0
29103,lepirudin,lepirudin,100.0,1997.0,4.0
29113,bevenopran,bevenopran,100.0,,3.0
29200,foralumab nasal,foralumab,100.0,,2.0
29228,abetimus sodium (ljp 394),abetimus,100.0,,2.0
29230,esk981,esk981,100.0,,
29295,iscalimab,iscalimab,100.0,,2.0
29308,tasisulam,tasisulam,100.0,,3.0
29309,asp3026,asp-3026,93.33333333333333,,1.0
29350,obi-888,obi-888,100.0,,1.0
29357,tregalizumab,tregalizumab,100.0,,2.0
29386,bevonescein,bevonescein,100.0,,3.0
29419,lucanthone,lucanthone,100.0,,2.0
29430,"ce-326,597",ce-326597,94.73684210526316,,2.0
29456,xl784,xl784,100.0,,
29473,sar421869,sar421869,100.0,,
29489,bms-903452,bms-903452,100.0,,1.0
29511,deferitrin (gt56-252),deferitrin,100.0,,
29551,baltaleucel-t,baltaleucel-t,100.0,,2.0
29566,nktt120,nktt-120,93.33333333333333,,
29605,sns-314,sns-314,100.0,,1.0
29611,chemotherapy (gemcitabine & docetaxel) plus bio-11006,bio-11006,100.0,,2.0
29616,k-001,kn-001,90.9090909090909,,
29629,felbamate,felbamate,100.0,1993.0,4.0
29653,cfg920,cfg-920,92.3076923076923,,1.0
29655,urea  cream,urea,100.0,1996.0,4.0
29670,fazisiran injection,fazirsiran,94.73684210526316,,3.0
29671,rlx030 (serelaxin),serelaxin,90.0,,3.0
29697,ly2599506,ly-2599506,94.73684210526316,,
29713,zeaxanthin and mesozeaxanthin,zeaxanthin,100.0,,3.0
29717,tvi-brain-1,tvi-brain-1,100.0,,1.0
29737,hydroxytyrosol,hydroxytyrosol,100.0,,
29842,vonafexor,vonafexor,100.0,,2.0
29845,apraclonidine hydrochloride ophthalmic solution,apraclonidine,100.0,1987.0,4.0
29861,efruxifermin,efruxifermin,100.0,,1.0
29864,encaleret,encaleret,100.0,,2.0
29871,ca4p,ca4p,100.0,,
29890,hb-101 vaccine,hub-101,92.3076923076923,,
29893,onercept,onercept,100.0,,3.0
29894,polydatin injectable,polydatin,100.0,,2.0
29910,calmangafodipir (2 µmol/kg),calmangafodipir,100.0,,1.0
29947,h3b-6527,h3b-6527,100.0,,1.0
